"reference","tax","description","KO","Subject","percent","length","mismatch","gapopen","qstart","qend","sstart","send","evalue","bitscore","counts_25_CT_Ext_C1_2020","counts_26_CT_Ext_C2_2020","counts_27_CT_Ext_C3_2020","counts_28_CT_Ext_C4_2020","counts_41_CT_Ext_I1_2020","counts_42_CT_Ext_I2_2020","counts_43_CT_Ext_I3_2020","counts_44_CT_Ext_I4_2020","counts_M09_CT_Ext_C1_2021","counts_M10_CT_Ext_C2_2021","counts_M11_CT_Ext_C3_2021","counts_M12_CT_Ext_C4_2021","counts_M25_CT_Ext_I1_2021","counts_M26_CT_Ext_I2_2021","counts_M27_CT_Ext_I3_2021","counts_M28_CT_Ext_I4_2021","counts_M33_CT_Ext_C1_2022","counts_M34_CT_Ext_C2_2022","counts_M35_CT_Ext_C3_2022","counts_M36_CT_Ext_C4_2022","counts_M37_CT_Ext_I1_2022","counts_M38_CT_Ext_I2_2022","counts_M39_CT_Ext_I3_2022","counts_M40_CT_Ext_I4_2022"
"k87_9313_1","COG0239@1|root,COG0239@2|Bacteria,1VM30@1239|Firmicutes,4HRC4@91061|Bacilli,1ZIV0@1386|Bacillus","Important for reducing fluoride concentration in the cell, thus reducing its toxicity","ko:K06199","PGPT0004985_5400",98.6,71,1,0,1,213,1,71,5e-31,138.3,0,0,0,0,1,7,2,0,2,0,0,0,0,7,0,0,0,2,2,0,0,0,2,2
"k87_9313_2","COG0239@1|root,COG0239@2|Bacteria,1VIFG@1239|Firmicutes,4HQ92@91061|Bacilli","Important for reducing fluoride concentration in the cell, thus reducing its toxicity","ko:K06199","PGPT0004985_1733",95.4,131,6,0,1,393,1,131,1.6e-63,246.9,6,4,0,0,4,8,12,12,0,0,0,2,0,4,3,2,0,0,0,0,4,0,2,4
"k87_9313_3","COG0584@1|root,COG0584@2|Bacteria,1UY23@1239|Firmicutes,4HEAD@91061|Bacilli,1ZCIE@1386|Bacillus","glycerophosphoryl diester phosphodiesterase","ko:K01126","PGPT0018470_7510",97.9,243,5,0,1,729,1,243,7.3e-134,481.5,0,6,2,4,16,16,4,0,4,0,6,4,10,4,6,8,2,0,0,0,4,4,6,2
"k87_9475_1","COG0735@1|root,COG0735@2|Bacteria,1RH58@1224|Proteobacteria,2U75R@28211|Alphaproteobacteria,43JNK@69277|Phyllobacteriaceae","Belongs to the Fur family","ko:K09826","PGPT0003885_270",100,44,0,0,1,132,99,142,1.8e-17,92.4,0,0,2,2,4,0,0,2,0,2,2,0,6,2,4,2,2,0,8,2,2,2,2,0
"k87_9653_2","COG0766@1|root,COG0766@2|Bacteria,1MUH7@1224|Proteobacteria,2TRPH@28211|Alphaproteobacteria,3N66J@45401|Hyphomicrobiaceae","Cell wall formation. Adds enolpyruvyl to UDP-N- acetylglucosamine","ko:K00790","PGPT0024090_2098",94.1,85,5,0,1,255,1,85,1.3e-36,157.5,10,14,8,6,16,8,24,10,10,10,16,6,14,10,6,6,15,10,8,15,8,3,11,22
"k87_9913_2","COG3180@1|root,COG3180@2|Bacteria,1MUFS@1224|Proteobacteria,2TUUX@28211|Alphaproteobacteria,43PPQ@69277|Phyllobacteriaceae","Transition state regulatory protein AbrB","ko:K07120","PGPT0027725_1449",92.8,334,24,0,43,1044,1,334,1.7e-168,597,10,10,4,6,8,16,10,16,12,14,6,2,6,8,10,4,8,4,12,14,10,8,10,20
"k87_10857_10","COG0443@1|root,COG0443@2|Bacteria,3J0D2@40117|Nitrospirae","Heat shock 70 kDa protein","ko:K04043","PGPT0014555_2477",91.9,642,49,1,1,1926,1,639,0,1125.2,100,79,49,61,80,83,70,64,77,83,73,60,64,56,90,62,59,39,64,63,61,72,52,78
"k87_11292_1","COG1251@1|root,COG1251@2|Bacteria,1UIY8@1239|Firmicutes,4ISWS@91061|Bacilli,1ZS7B@1386|Bacillus","Assimilatory nitrate reductase (electron transfer subunit)","ko:K00362","PGPT0000450_2458",95.6,385,17,0,1,1155,1,385,5.1e-206,721.8,10,4,0,4,22,12,2,12,0,8,4,2,6,8,10,12,0,4,6,4,8,4,0,4
"k87_11497_1","COG3200@1|root,COG3200@2|Bacteria,1MUWF@1224|Proteobacteria,1RRMM@1236|Gammaproteobacteria,1X2YX@135614|Xanthomonadales","phospho-2-dehydro-3-deoxyheptonate aldolase","ko:K01626","PGPT0012920_889",100,462,0,0,1,1386,1,462,2.9e-272,942.2,115,86,74,59,114,135,110,115,84,152,79,80,82,70,96,98,127,572,130,110,125,136,145,159
"k87_11498_6","COG0503@1|root,COG0503@2|Bacteria,1MVZ6@1224|Proteobacteria,1S2N9@1236|Gammaproteobacteria,1X6DC@135614|Xanthomonadales","Catalyzes a salvage reaction resulting in the formation of AMP, that is energically less costly than de novo synthesis","ko:K00759","PGPT0021455_3536",98.3,176,3,0,1,528,1,176,5.4e-94,348.6,16,32,6,27,27,26,18,32,10,30,12,19,12,28,20,20,16,190,26,18,14,24,18,16
"k87_11928_1","COG1175@1|root,COG1175@2|Bacteria,1MVAP@1224|Proteobacteria,2TUDU@28211|Alphaproteobacteria,4B86I@82115|Rhizobiaceae","ABC-type sugar transport systems, permease components","ko:K02025","PGPT0016535_1937",100,82,0,0,1,246,238,319,1.4e-39,166.8,10,9,2,0,8,5,2,0,6,2,4,0,4,0,2,4,8,1,4,6,12,8,12,2
"k87_11951_3","COG1613@1|root,COG1613@2|Bacteria,1MUAU@1224|Proteobacteria,2TT52@28211|Alphaproteobacteria,43GS1@69277|Phyllobacteriaceae","TIGRFAM sulfate ABC transporter, periplasmic sulfate-binding protein","ko:K02048","PGPT0003015_780",94.1,303,18,0,1,909,1,303,3.2e-163,579.3,18,22,13,16,32,36,14,15,19,27,18,12,20,23,16,17,19,22,21,20,19,18,26,22
"k87_12088_3","COG0344@1|root,COG0344@2|Bacteria,1RD4Z@1224|Proteobacteria,2U7BZ@28211|Alphaproteobacteria,43I0Y@69277|Phyllobacteriaceae","Catalyzes the transfer of an acyl group from acyl- phosphate (acyl-PO(4)) to glycerol-3-phosphate (G3P) to form lysophosphatidic acid (LPA). This enzyme utilizes acyl-phosphate as fatty acyl donor, but not acyl-CoA or acyl-ACP","ko:K08591","PGPT0024375_1903",93.7,158,10,0,1,474,47,204,2e-71,273.5,4,16,9,12,16,8,6,6,6,7,19,2,10,8,6,2,2,12,4,8,11,12,12,16
"k87_12398_3","COG0542@1|root,COG0542@2|Bacteria,1MV8B@1224|Proteobacteria,2TQUZ@28211|Alphaproteobacteria,43H2F@69277|Phyllobacteriaceae","Belongs to the ClpA ClpB family","ko:K03694","PGPT0014575_142",90.1,101,10,0,76,378,722,822,1.5e-37,160.6,34,22,14,28,55,22,28,37,25,37,15,16,15,15,13,29,23,23,30,24,109,35,40,24
"k87_12535_1","COG0733@1|root,COG0733@2|Bacteria,1TP6B@1239|Firmicutes,4HAAI@91061|Bacilli,1ZBC5@1386|Bacillus","Belongs to the sodium neurotransmitter symporter (SNF) (TC 2.A.22) family","ko:K03308","PGPT0013950_2193",95.8,331,14,0,22,1014,1,331,1.4e-162,577.4,0,10,2,0,22,14,10,2,8,0,4,2,10,16,14,10,0,2,2,2,0,8,4,6
"k87_12607_2","COG1338@1|root,COG1338@2|Bacteria,1MVBU@1224|Proteobacteria,2TT93@28211|Alphaproteobacteria,3JRCE@41294|Bradyrhizobiaceae","Plays a role in the flagellum-specific transport system","ko:K02419","PGPT0015350_1297",94,249,15,0,1,747,1,249,9.9e-118,427.9,57,45,57,42,51,62,58,47,50,61,51,42,56,41,51,43,57,47,61,33,76,36,73,38
"k87_12719_2","COG0578@1|root,COG0578@2|Bacteria,2GJKN@201174|Actinobacteria,4DNPC@85009|Propionibacteriales","FAD dependent oxidoreductase","ko:K00111","PGPT0006775_751",90.6,212,20,0,1,636,1,212,8.4e-105,384.8,30,17,19,18,39,37,34,36,23,38,35,24,39,32,22,32,26,32,46,32,31,27,24,43
"k87_13129_2","29RIB@1|root,30CMA@2|Bacteria,1UA32@1239|Firmicutes,4IKCH@91061|Bacilli,1ZGFD@1386|Bacillus","Spore Coat Protein X and V domain","ko:K06340","PGPT0025215_25",100,128,0,0,1,384,1,128,7.7e-58,228,2,2,0,2,6,4,0,2,3,2,0,0,2,2,0,6,2,0,0,0,0,4,4,0
"k87_13129_3","2ARSC@1|root,31H3P@2|Bacteria,1UAGS@1239|Firmicutes,4IKV7@91061|Bacilli,1ZHSG@1386|Bacillus","-","ko:K06341","PGPT0025220_28",90.7,108,8,1,1,324,1,106,2.6e-30,136.3,6,2,4,2,12,12,8,4,8,10,13,0,4,4,4,2,4,0,8,4,4,4,7,0
"k87_13129_4","2CFVW@1|root,32S2K@2|Bacteria,1VBNQ@1239|Firmicutes,4HMD7@91061|Bacilli,1ZGPY@1386|Bacillus","Spore Coat Protein X and V domain","ko:K06342","PGPT0025225_40",98.8,168,2,0,1,504,1,168,5.9e-82,308.5,0,0,2,0,14,6,4,2,2,2,0,2,6,6,6,2,0,4,0,0,2,4,0,4
"k87_13851_1","COG0175@1|root,COG0175@2|Bacteria,1MXUR@1224|Proteobacteria,2W9GH@28216|Betaproteobacteria,4AAD2@80864|Comamonadaceae","PFAM phosphoadenosine phosphosulfate reductase","ko:K00390","PGPT0002785_3541",96.1,181,7,0,1,543,1,181,3.3e-99,365.9,18,14,14,16,27,23,16,16,22,26,28,34,30,18,18,18,22,14,22,22,17,24,13,24
"k87_13851_3","COG0155@1|root,COG0155@2|Bacteria,1MVVB@1224|Proteobacteria,2VIYX@28216|Betaproteobacteria,4AA3Z@80864|Comamonadaceae","nitrite sulfite reductase, hemoprotein beta-component, ferrodoxin domain protein","ko:K00381,ko:K00392","PGPT0002790_273",96,50,2,0,7,156,543,592,1.7e-19,99.4,14,7,4,8,10,6,8,12,6,11,8,9,0,8,7,0,3,0,1,7,14,6,6,8
"k87_13907_1","COG3468@1|root,COG3468@2|Bacteria,1R8WV@1224|Proteobacteria,1S31M@1236|Gammaproteobacteria,1X873@135614|Xanthomonadales","Autotransporter beta-domain","-","PGPT0022195_31",95.6,568,25,0,1,1704,3681,4248,0,1094.3,26,33,34,44,60,52,46,50,43,48,41,32,39,38,42,32,34,652,48,46,46,36,57,36
"k87_14116_2","COG2252@1|root,COG2252@2|Bacteria,1TQC6@1239|Firmicutes,4HANG@91061|Bacilli,1ZARH@1386|Bacillus","permease","ko:K06901","PGPT0007325_3811",98.6,280,4,0,1,840,161,440,6e-140,501.9,4,0,2,2,6,20,12,8,0,2,2,4,2,4,16,9,6,8,4,4,4,4,4,2
"k87_14221_1","COG1475@1|root,COG1475@2|Bacteria,1R77D@1224|Proteobacteria,2U20Z@28211|Alphaproteobacteria,1JYWT@119045|Methylobacteriaceae","RepB plasmid partitioning protein","ko:K03497","PGPT0014815_2113",98.6,346,5,0,1,1038,13,358,3.5e-182,642.5,18,6,4,8,4,4,10,2,8,0,6,6,12,12,8,12,6,2,18,4,4,4,2,14
"k87_14400_1","COG1923@1|root,COG1923@2|Bacteria,1MZM1@1224|Proteobacteria,2UBTW@28211|Alphaproteobacteria,43KR5@69277|Phyllobacteriaceae","RNA chaperone that binds small regulatory RNA (sRNAs) and mRNAs to facilitate mRNA translational regulation in response to envelope stress, environmental stress and changes in metabolite concentrations. Also binds with high specificity to tRNAs","ko:K03666","PGPT0025560_376",99,102,1,0,1,306,1,102,2.5e-51,206.1,8,11,4,6,6,10,7,0,14,9,11,8,10,12,6,4,9,8,8,12,13,8,15,9
"k87_14400_2","COG0115@1|root,COG0115@2|Bacteria,1MVAT@1224|Proteobacteria,2TR7R@28211|Alphaproteobacteria,43HE2@69277|Phyllobacteriaceae","Branched-chain amino acid aminotransferase 4-amino-4-deoxychorismate lyase","ko:K00824","PGPT0001915_708",95.1,286,14,0,1,858,1,286,9.8e-138,494.6,39,37,36,16,26,36,46,32,29,48,38,16,30,31,39,32,28,25,46,44,34,27,56,58
"k87_14696_4","COG0637@1|root,COG1554@1|root,COG0637@2|Bacteria,COG1554@2|Bacteria,1MWJE@1224|Proteobacteria,1RPN6@1236|Gammaproteobacteria,1X42Z@135614|Xanthomonadales","Glycosyl hydrolase family 65, C-terminal domain","ko:K01838,ko:K05342","PGPT0014080_22",93.8,1006,62,0,1,3018,1,1006,0,1877.8,132,105,72,110,176,114,125,133,101,106,135,67,142,106,122,104,90,909,140,103,114,130,145,147
"k87_14697_1","COG3200@1|root,COG3200@2|Bacteria,1MUWF@1224|Proteobacteria,1RRMM@1236|Gammaproteobacteria,1X2YX@135614|Xanthomonadales","phospho-2-dehydro-3-deoxyheptonate aldolase","ko:K01626","PGPT0012920_578",98.5,468,7,0,13,1416,1,468,1.4e-269,933.3,34,41,18,30,50,64,26,50,48,38,56,35,46,34,40,47,30,440,56,56,60,54,62,48
"k87_15902_7","COG0407@1|root,COG0407@2|Bacteria,1MUG1@1224|Proteobacteria,1RMDH@1236|Gammaproteobacteria,1X4NV@135614|Xanthomonadales","Catalyzes the decarboxylation of four acetate groups of uroporphyrinogen-III to yield coproporphyrinogen-III","ko:K01599","PGPT0008465_1456",100,358,0,0,1,1074,1,358,7.3e-207,724.5,80,73,52,44,97,68,67,67,81,78,100,72,68,88,51,75,81,376,66,87,57,68,93,101
"k87_15902_13","COG0337@1|root,COG0337@2|Bacteria,1MUBK@1224|Proteobacteria,1RN4I@1236|Gammaproteobacteria,1X42C@135614|Xanthomonadales","Catalyzes the conversion of 3-deoxy-D-arabino- heptulosonate 7-phosphate (DAHP) to dehydroquinate (DHQ)","ko:K01735","PGPT0012865_1252",99.7,368,1,0,1,1104,1,368,2.1e-201,706.4,97,75,59,72,106,108,89,104,79,85,91,60,60,70,65,80,50,392,88,83,86,88,69,91
"k87_15902_14","COG0703@1|root,COG0703@2|Bacteria,1MUFJ@1224|Proteobacteria,1RPF6@1236|Gammaproteobacteria,1X6GJ@135614|Xanthomonadales","Catalyzes the specific phosphorylation of the 3-hydroxyl group of shikimic acid using ATP as a cosubstrate","ko:K00891","PGPT0012900_1282",99.5,190,1,0,1,570,1,190,7.3e-97,358.2,40,41,33,38,65,38,22,34,28,24,30,46,49,26,22,20,16,200,39,34,40,38,60,36
"k87_15902_17","COG0259@1|root,COG0259@2|Bacteria,1NZUU@1224|Proteobacteria,1RMQ2@1236|Gammaproteobacteria,1X4S4@135614|Xanthomonadales","Catalyzes the oxidation of either pyridoxine 5'- phosphate (PNP) or pyridoxamine 5'-phosphate (PMP) into pyridoxal 5'-phosphate (PLP)","ko:K00275","PGPT0009115_3335",97,201,6,0,1,603,1,201,2.3e-109,399.8,29,19,16,12,30,26,18,25,50,31,28,17,24,25,36,22,13,228,32,20,28,40,40,24
"k87_15902_20","COG0614@1|root,COG0614@2|Bacteria,1PK1A@1224|Proteobacteria,1RRDK@1236|Gammaproteobacteria,1X3UZ@135614|Xanthomonadales","ABC transporter substrate-binding protein","ko:K02016","PGPT0003765_11496",98.5,264,4,0,1,792,1,264,1.8e-146,523.5,58,65,40,24,59,58,34,74,54,54,63,61,56,64,56,65,73,273,66,62,74,67,55,67
"k87_15902_21","COG1075@1|root,COG1075@2|Bacteria,1NB6J@1224|Proteobacteria,1RS95@1236|Gammaproteobacteria,1X5V8@135614|Xanthomonadales","alpha/beta hydrolase fold","ko:K01046","PGPT0024445_1145",97.5,314,8,0,1,942,1,314,1.1e-171,607.4,30,26,12,16,22,40,34,38,23,32,30,16,28,20,26,36,13,280,22,34,37,30,40,36
"k87_17920_2","COG1278@1|root,COG1278@2|Bacteria,1N5V3@1224|Proteobacteria,2UED5@28211|Alphaproteobacteria,4BFZW@82115|Rhizobiaceae","Cold shock","ko:K03704","PGPT0014675_2923",97.1,70,2,0,1,210,1,70,1.8e-32,142.9,0,6,2,8,10,4,6,7,2,6,4,0,4,2,4,4,2,4,4,10,6,5,4,3
"k87_17920_4","COG0491@1|root,COG0491@2|Bacteria,1MUDN@1224|Proteobacteria,2TQJ9@28211|Alphaproteobacteria,4BAN8@82115|Rhizobiaceae","Zn-dependent hydrolases, including glyoxylases","-","PGPT0001770_6838",91.1,213,19,0,106,744,1,213,3.7e-117,426,17,20,20,15,26,23,18,26,23,14,16,11,17,12,18,8,22,25,26,20,36,22,20,32
"k87_17920_6","COG0115@1|root,COG0115@2|Bacteria,1MVB0@1224|Proteobacteria,2TR1H@28211|Alphaproteobacteria,4BB86@82115|Rhizobiaceae","Belongs to the class-IV pyridoxal-phosphate-dependent aminotransferase family","ko:K00826","PGPT0008860_6214",92.3,261,20,0,1,783,36,296,6.9e-138,495,38,28,9,20,44,46,42,39,42,43,26,23,36,32,41,51,35,50,51,53,56,53,40,34
"k87_17972_3","COG4973@1|root,COG4973@2|Bacteria,1MUJJ@1224|Proteobacteria,2TVZJ@28211|Alphaproteobacteria,43RWH@69277|Phyllobacteriaceae","Phage integrase, N-terminal SAM-like domain","ko:K03733","PGPT0021995_1282",95.9,318,13,0,1,954,1,318,6.3e-170,601.7,21,29,16,22,44,21,18,28,25,30,24,12,18,35,35,32,25,26,36,29,31,33,38,45
"k87_19271_1","COG0459@1|root,COG0459@2|Bacteria,1MURR@1224|Proteobacteria,2TS07@28211|Alphaproteobacteria,2K0H3@204457|Sphingomonadales","Prevents misfolding and promotes the refolding and proper assembly of unfolded polypeptides generated under stress conditions","ko:K04077","PGPT0014570_1791",93.6,295,19,0,1,885,237,531,1.7e-146,523.9,192,127,116,130,189,159,139,202,124,162,150,147,121,147,146,159,120,107,145,172,153,167,158,189
"k87_19566_2","COG1879@1|root,COG1879@2|Bacteria,1NZGQ@1224|Proteobacteria,2TT2Z@28211|Alphaproteobacteria,43JBY@69277|Phyllobacteriaceae","Bacterial regulatory proteins, lacI family","ko:K02529","PGPT0017992_6356",92.1,343,27,0,34,1062,1,343,1.4e-178,630.6,29,20,14,12,20,14,26,16,14,20,10,4,12,11,18,25,9,22,20,28,24,18,18,41
"k87_19663_1","COG0513@1|root,COG0513@2|Bacteria,1MU49@1224|Proteobacteria,2TR6Q@28211|Alphaproteobacteria,43H2U@69277|Phyllobacteriaceae","DEAD DEAH box helicase","ko:K11927","PGPT0013740_2482",96.4,276,10,0,1,828,1,276,7e-141,505,19,2,8,12,18,12,10,14,17,19,16,8,16,8,9,6,32,16,16,20,26,14,8,12
"k87_19795_3","COG0056@1|root,COG0056@2|Bacteria,46UGF@74201|Verrucomicrobia,3K7FB@414999|Opitutae","Produces ATP from ADP in the presence of a proton gradient across the membrane. The alpha chain is a regulatory subunit","ko:K02111","PGPT0014298_3515",92.5,508,38,0,1,1524,1,508,9.5e-261,904,123,74,70,65,92,76,79,79,137,149,119,95,125,109,77,74,76,42,111,68,72,93,78,87
"k87_19806_2","COG0033@1|root,COG0033@2|Bacteria,2H1PI@201174|Actinobacteria,235C4@1762|Mycobacteriaceae","Phosphoglucomutase","ko:K01835","PGPT0017710_3875",92.9,450,32,0,1,1350,95,544,1.3e-240,837,65,69,50,67,104,65,83,102,61,75,64,57,63,73,45,66,62,77,62,92,62,61,64,74
"k87_21255_2","COG1210@1|root,COG1210@2|Bacteria,1TQ24@1239|Firmicutes,4HATY@91061|Bacilli,1ZASX@1386|Bacillus","UTP-glucose-1-phosphate uridylyltransferase","ko:K00963","PGPT0014875_2096",95.7,141,6,0,1,423,1,141,2.3e-69,266.5,2,2,2,4,6,2,2,3,0,0,4,0,4,4,6,4,4,3,2,4,4,6,4,0
"k87_21255_3","COG1210@1|root,COG1210@2|Bacteria,1TQ24@1239|Firmicutes,4HATY@91061|Bacilli,1ZASX@1386|Bacillus","UTP-glucose-1-phosphate uridylyltransferase","ko:K00963","PGPT0014875_3247",91.9,111,9,0,1,333,182,292,7.8e-51,204.5,0,0,2,2,7,6,2,4,0,2,0,2,4,2,0,1,0,0,2,2,0,3,2,0
"k87_22398_1","COG5001@1|root,COG5001@2|Bacteria,1MU2C@1224|Proteobacteria,2TQS3@28211|Alphaproteobacteria,43IGF@69277|Phyllobacteriaceae","Diguanylate cyclase","-","PGPT0023624_1806",95.2,395,19,0,4,1188,9,403,7.8e-210,734.6,4,14,10,2,14,10,8,18,6,6,10,4,12,0,8,18,25,17,14,14,20,30,16,16
"k87_23069_12","COG1089@1|root,COG1089@2|Bacteria,3J0YR@40117|Nitrospirae","Catalyzes the conversion of GDP-D-mannose to GDP-4- dehydro-6-deoxy-D-mannose","ko:K01711","PGPT0022770_2402",90.4,332,32,0,1,996,1,332,7.1e-180,634.8,46,36,28,34,32,32,33,33,28,27,32,26,14,26,32,26,32,24,33,32,28,52,43,54
"k87_23117_1","COG0803@1|root,COG0803@2|Bacteria,1MVW9@1224|Proteobacteria,2TQTF@28211|Alphaproteobacteria,43HK6@69277|Phyllobacteriaceae","Belongs to the bacterial solute-binding protein 9 family","ko:K02075,ko:K02077,ko:K09815,ko:K11707","PGPT0004275_741",91.9,99,8,0,1,297,212,310,6.5e-44,181.4,0,4,2,4,6,4,4,2,0,4,2,0,4,4,6,4,2,4,4,5,7,2,4,4
"k87_23286_1","COG2025@1|root,COG2025@2|Bacteria,4NFSE@976|Bacteroidetes,1IPHN@117747|Sphingobacteriia","Electron transfer flavoprotein","ko:K03522","PGPT0001040_2146",98.9,92,1,0,1,276,232,323,3.2e-45,185.7,0,4,0,2,1,0,2,2,4,1,0,0,2,4,6,1,4,13,0,2,0,8,4,8
"k87_23786_2","COG0457@1|root,COG0457@2|Bacteria,1UUXQ@1239|Firmicutes,4I402@91061|Bacilli,1ZDKN@1386|Bacillus","Response regulator aspartate phosphatase","ko:K06359,ko:K06360,ko:K06367","PGPT0024645_46",98.9,376,4,0,1,1128,1,376,7.9e-212,741.1,4,6,8,2,22,8,6,10,2,10,0,6,10,14,12,1,2,2,10,8,2,10,8,6
"k87_24182_2","COG1175@1|root,COG1175@2|Bacteria,1MWB7@1224|Proteobacteria,2TUAN@28211|Alphaproteobacteria,4BB1Y@82115|Rhizobiaceae","ABC-type sugar transport systems, permease components","ko:K02025","PGPT0016535_7381",92.3,78,6,0,1,234,1,78,1.2e-32,143.7,6,6,4,6,10,12,2,3,2,4,4,2,0,5,2,12,4,2,6,4,8,8,0,8
"k87_24759_3","COG1529@1|root,COG1529@2|Bacteria,1MUEA@1224|Proteobacteria,2TRFN@28211|Alphaproteobacteria,43IMS@69277|Phyllobacteriaceae","Aldehyde oxidase and xanthine dehydrogenase a b hammerhead","ko:K11177","PGPT0007260_145",93.2,558,38,0,1,1674,207,764,1.8e-297,1026.2,64,51,30,49,60,45,54,42,42,34,40,33,43,34,52,43,53,29,48,48,56,46,42,64
"k87_25584_2","COG1304@1|root,COG1304@2|Bacteria,1MUEZ@1224|Proteobacteria,2TQNW@28211|Alphaproteobacteria,43H3D@69277|Phyllobacteriaceae","Dehydrogenase","ko:K00101","PGPT0001765_867",93.2,398,27,0,100,1293,1,398,3.7e-213,745.7,14,12,13,9,16,24,20,18,14,26,14,10,14,18,10,8,17,14,21,10,16,18,21,20
"k87_26776_1","COG4098@1|root,COG4098@2|Bacteria,1TPZE@1239|Firmicutes,4HB00@91061|Bacilli,1ZBXC@1386|Bacillus","COG4098 Superfamily II DNA RNA helicase required for DNA uptake (late competence protein)","ko:K02240","PGPT0029425_147",95.8,119,5,0,142,498,347,465,5.3e-59,232.3,0,2,0,4,4,2,4,4,0,0,2,0,10,2,2,2,0,4,0,0,4,6,4,0
"k87_26776_2","2DNY2@1|root,32ZR4@2|Bacteria,1VEGZ@1239|Firmicutes,4HQDM@91061|Bacilli,1ZHFM@1386|Bacillus","Late competence development protein ComFB","ko:K02241","PGPT0029430_63",98,98,2,0,1,294,1,98,8e-47,191,2,0,0,0,1,0,8,0,0,0,2,0,3,4,5,2,0,0,0,2,0,0,0,4
"k87_26776_3","COG1040@1|root,COG1040@2|Bacteria,1V73S@1239|Firmicutes,4HJ6R@91061|Bacilli,1ZG88@1386|Bacillus","Phosphoribosyl transferase domain","ko:K02242","PGPT0029435_384",95.5,112,5,0,1,336,82,193,1.9e-52,209.9,2,0,2,0,0,8,6,2,0,0,0,2,3,0,0,2,0,0,0,2,0,0,2,4
"k87_26781_1","COG0356@1|root,COG0356@2|Bacteria,1MV87@1224|Proteobacteria,2TRNV@28211|Alphaproteobacteria,3JTDK@41294|Bradyrhizobiaceae","it plays a direct role in the translocation of protons across the membrane","ko:K02108","PGPT0014303_3144",95.6,45,2,0,1,135,205,249,1.3e-15,86.3,6,6,2,4,6,3,10,0,4,5,11,6,8,4,4,5,3,3,5,2,2,6,4,3
"k87_27663_1","COG0119@1|root,COG0119@2|Bacteria,2GJBI@201174|Actinobacteria,4DN1U@85009|Propionibacteriales","Catalyzes the retro-aldol cleavage of 4-hydroxy-2- oxopentanoate to pyruvate and acetaldehyde. Is involved in the meta-cleavage pathway for the degradation of aromatic compounds","ko:K01666","PGPT0002050_832",90.3,176,17,0,1,528,158,333,3.3e-89,332.8,24,29,17,15,30,24,20,36,23,24,28,28,26,24,22,28,31,15,24,34,26,36,20,46
"k87_27985_2","COG0034@1|root,COG0034@2|Bacteria,2GK6I@201174|Actinobacteria,1W8JC@1268|Micrococcaceae","Catalyzes the formation of phosphoribosylamine from phosphoribosylpyrophosphate (PRPP) and glutamine","ko:K00764","PGPT0020225_359",97,298,9,0,1,894,1,298,3.4e-165,585.9,54,41,24,28,59,41,45,46,25,30,25,38,30,52,22,26,37,22,26,28,36,36,52,56
"k87_28472_1","COG1686@1|root,COG1686@2|Bacteria,1TQ8M@1239|Firmicutes,4HAHH@91061|Bacilli,1ZBRQ@1386|Bacillus","Belongs to the peptidase S11 family","ko:K07258","PGPT0024040_4793",97.7,383,9,0,1,1149,1,383,3.7e-209,732.3,10,10,0,6,20,16,8,14,4,4,2,8,10,12,12,8,12,2,8,4,10,2,6,4
"k87_28733_1","COG0035@1|root,COG0035@2|Bacteria,1MV4N@1224|Proteobacteria,2TRS7@28211|Alphaproteobacteria","Catalyzes the conversion of uracil and 5-phospho-alpha- D-ribose 1-diphosphate (PRPP) to UMP and diphosphate","ko:K00761","PGPT0021240_2258",93,57,4,0,1,171,154,210,1.3e-25,119.8,23,21,10,6,17,23,18,26,10,18,18,19,9,17,18,12,14,15,11,17,23,24,12,26
"k87_29023_2","COG0483@1|root,COG0483@2|Bacteria,1MV4W@1224|Proteobacteria,2TV4R@28211|Alphaproteobacteria,43J3M@69277|Phyllobacteriaceae","Inositol monophosphatase","ko:K01092","PGPT0018535_3682",91.4,269,23,0,1,807,1,269,5.8e-140,501.9,14,2,2,0,12,8,14,12,6,18,6,8,4,8,6,6,12,4,4,4,6,10,6,24
"k87_29206_1","COG0706@1|root,COG0706@2|Bacteria,1MV5M@1224|Proteobacteria,2VHIA@28216|Betaproteobacteria,473G0@75682|Oxalobacteraceae","Required for the insertion and or proper folding and or complex formation of integral membrane proteins into the membrane. Involved in integration of membrane proteins that insert both dependently and independently of the Sec translocase complex, as well as at least some lipoproteins. Aids folding of multispanning membrane proteins","ko:K03217","PGPT0024530_2115",93.8,227,14,0,1,681,322,548,1.5e-120,437.2,18,0,6,4,10,16,8,10,19,12,4,10,2,10,2,11,6,4,12,8,5,6,4,14
"k87_29938_2","COG0128@1|root,COG0128@2|Bacteria,1TPIH@1239|Firmicutes,4HBHZ@91061|Bacilli,1ZBP0@1386|Bacillus","Catalyzes the transfer of the enolpyruvyl moiety of phosphoenolpyruvate (PEP) to the 5-hydroxyl of shikimate-3- phosphate (S3P) to produce enolpyruvyl shikimate-3-phosphate and inorganic phosphate","ko:K00800","PGPT0012850_3337",98.4,193,3,0,1,579,236,428,3.2e-100,369.4,2,4,2,0,11,2,6,0,0,2,0,2,4,6,3,2,0,0,6,4,2,2,4,3
