reference	Subject	percent	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore
k87_90395_2	PGPT0018050_5367	90.7	107	10	0	1	321	320	426	1.80E-47	193.4
k87_91552_2	PGPT0024380_4696	97.5	236	6	0	1	708	4	239	5.80E-128	461.8
k87_92256_1	PGPT0004255_474	90.8	119	11	0	112	468	25	143	3.40E-52	209.5
k87_92780_1	PGPT0026805_1121	91.3	332	25	1	37	1032	3	330	9.80E-177	624.4
k87_92862_2	PGPT0020250_1930	91.9	149	12	0	1	447	406	554	3.60E-75	285.8
k87_92958_3	PGPT0008320_841	92.5	322	24	0	1	966	4	325	3.10E-164	582.8
k87_93749_1	PGPT0020800_5999	94.2	274	16	0	1	822	7	280	1.80E-141	506.9
k87_93941_2	PGPT0014395_1509	92.3	612	43	1	1	1824	1	612	8.30E-304	1047.3
k87_93941_4	PGPT0018535_3682	90.3	269	26	0	1	807	1	269	1.90E-138	496.9
k87_94054_1	PGPT0013995_922	96.7	245	8	0	1	735	226	470	2.20E-122	443.4
k87_94103_1	PGPT0008485_4672	99.2	258	2	0	1	774	53	310	2.10E-147	526.6
k87_94103_2	PGPT0008475_1265	99.7	319	1	0	1	957	1	319	2.00E-176	623.2
k87_94449_6	PGPT0002810_2815	90.8	326	30	0	1	978	1	326	2.50E-161	573.2
k87_94514_3	PGPT0017350_2319	93.4	76	5	0	1	228	1	76	3.40E-29	132.1
k87_94702_1	PGPT0009285_464	98.4	62	1	0	1	186	267	328	1.80E-28	129.4
k87_94702_2	PGPT0009290_287	94.4	214	12	0	1	642	1	214	2.80E-110	403.3
k87_94857_1	PGPT0001905_870	95.3	193	9	0	1	579	166	358	2.90E-101	372.9
k87_94982_1	PGPT0002810_2108	100	34	0	0	1	102	311	344	6.00E-13	77
k87_94982_3	PGPT0002045_3311	93.8	80	5	0	13	252	3	82	4.90E-37	158.3
k87_95132_1	PGPT0008160_1527	95.9	221	9	0	1	663	1	221	7.10E-120	434.9
k87_95289_1	PGPT0016780_424	92	87	7	0	1	261	1	87	6.80E-34	147.9
k87_95484_1	PGPT0008315_2501	94.2	277	16	0	1	831	1	277	1.50E-138	497.3
k87_96197_1	PGPT0017425_1758	91.7	60	5	0	16	195	6	65	3.30E-25	118.6
k87_97050_2	PGPT0001180_393	90.6	223	21	0	1	669	1	223	2.70E-114	416.4
k87_97121_3	PGPT0000255_854	93	43	3	0	1	129	329	371	1.30E-17	92.8
k87_98154_1	PGPT0020795_11142	100	169	0	0	1	507	1	169	2.90E-81	306.2
k87_98154_2	PGPT0020800_8468	91.9	272	22	0	1	816	1	272	2.90E-139	499.6
k87_98360_2	PGPT0003965_73	90.7	43	4	0	1	129	149	191	9.40E-16	86.7
k87_98488_1	PGPT0000645_10684	91.9	346	28	0	1	1038	1	346	6.00E-198	694.9
k87_99234_2	PGPT0003000_1729	97.2	254	7	0	103	864	17	270	1.90E-125	453.8
k87_99234_3	PGPT0003005_1288	100	286	0	0	1	858	1	286	2.40E-152	543.1
k87_99234_4	PGPT0002990_1221	98.8	347	4	0	1	1041	1	347	1.90E-188	663.3
k87_99234_5	PGPT0003655_2751	99.4	330	2	0	1	990	1	330	1.90E-185	653.3
k87_99234_7	PGPT0012890_1125	99.7	289	1	0	1	867	1	289	3.90E-158	562.4
k87_100032_1	PGPT0014315_1464	94.3	176	9	1	1	525	638	813	2.00E-85	320.1
k87_100305_2	PGPT0017155_2046	90	241	24	0	13	735	3	243	1.20E-115	421
k87_100361_1	PGPT0018920_245	90.1	335	33	0	1	1005	111	445	2.10E-171	606.7
k87_100413_2	PGPT0006725_15861	94	298	18	0	1	894	1	298	1.90E-152	543.5
k87_100516_1	PGPT0001905_1403	91.6	167	14	0	1	501	1	167	1.00E-86	324.3
k87_100516_4	PGPT0019465_1430	90.8	153	14	0	1	459	155	307	3.60E-78	295.8
k87_100522_1	PGPT0018050_5643	98.2	389	7	0	1	1167	1	389	2.20E-217	759.6
k87_101280_3	PGPT0016025_730	91.8	49	4	0	1	147	439	487	3.20E-20	101.7
k87_102438_1	PGPT0016600_2438	99.6	506	2	0	1	1518	1	506	1.70E-278	963
k87_102438_2	PGPT0021075_227	100	101	0	0	1	303	1	101	1.00E-44	184.1
k87_102481_1	PGPT0001711_753	99.2	381	3	0	1	1143	286	666	4.20E-213	745.3
k87_102772_2	PGPT0001465_5320	92.6	310	23	0	1	930	1	310	1.40E-166	590.5
k87_102824_3	PGPT0014555_3971	94.1	203	12	0	1	609	1	203	6.60E-104	381.7
k87_102884_3	PGPT0016540_8305	90.1	274	27	0	1	822	1	274	7.00E-133	478.4
k87_102944_5	PGPT0021210_1424	100	39	0	0	4	120	13	51	8.90E-13	76.6
k87_103322_1	PGPT0017440_645	91.4	139	12	0	1	417	1	139	1.80E-68	263.5
k87_104531_4	PGPT0013735_6064	90.7	54	5	0	1	162	143	196	1.40E-24	116.3
k87_104571_1	PGPT0014915_1503	90.5	677	64	0	1	2031	80	756	0.00E+00	1226.8
k87_105216_2	PGPT0001385_2376	98	200	4	0	1	600	687	886	1.20E-110	404.1
k87_105547_3	PGPT0001285_835	91.7	327	27	0	1	981	1	327	1.40E-177	627.1
k87_106164_2	PGPT0027195_122	92.5	267	20	0	1	801	1	267	7.70E-145	518.1
k87_106447_1	PGPT0000795_440	94.2	224	13	0	1	672	284	507	8.30E-116	421.4
k87_106545_2	PGPT0023625_382	93.7	174	11	0	100	621	22	195	4.20E-90	335.9
k87_106643_1	PGPT0020800_3214	96.2	265	10	0	1	795	34	298	5.70E-148	528.5
k87_106643_2	PGPT0000725_686	90.5	220	21	0	1	660	1	220	5.30E-99	365.5
k87_108089_2	PGPT0017710_3831	90.5	84	8	0	10	261	1	84	7.80E-38	161
k87_108566_1	PGPT0027710_1400	90.1	477	47	0	1	1431	123	599	1.30E-246	857.1
k87_110592_4	PGPT0026795_481	92.4	157	12	0	1	471	427	583	6.90E-85	318.2
k87_110913_1	PGPT0025410_217	91.3	92	8	0	103	378	33	124	3.50E-39	166
k87_111214_1	PGPT0007850_2114	93.3	134	9	0	1	402	162	295	1.50E-59	233.8
k87_111214_2	PGPT0007845_3851	90.5	262	25	0	1	786	1	262	1.50E-121	440.7
k87_111517_2	PGPT0013055_5999	90.8	109	10	0	1	327	1	109	2.40E-52	209.5
k87_113922_1	PGPT0027825_1297	99.4	157	1	0	1	471	1	157	3.10E-85	319.3
k87_114563_4	PGPT0008090_1881	97.5	441	11	0	1	1323	3	443	4.40E-254	881.7
k87_115720_2	PGPT0007580_2180	92.5	361	27	0	7	1089	8	368	3.20E-189	666
k87_115735_2	PGPT0020715_589	91.1	225	20	0	25	699	1	225	4.00E-105	386
k87_115773_1	PGPT0016790_2816	98.8	483	6	0	1	1449	1	483	3.00E-280	968.8
k87_115920_1	PGPT0001960_6228	95.4	323	15	0	7	975	1	323	1.40E-172	610.5
k87_116347_5	PGPT0007641_1424	93	57	4	0	1	171	396	452	1.20E-24	116.7
k87_116542_1	PGPT0017630_5936	99.7	350	1	0	1	1050	44	393	5.30E-194	681.8
k87_116822_1	PGPT0013345_7619	93.5	123	8	0	1	369	115	237	1.80E-59	233.4
k87_117582_3	PGPT0013050_919	90.7	334	31	0	1	1002	1	334	1.00E-186	657.5
k87_117582_4	PGPT0014675_992	94.8	135	7	0	1	405	1	135	4.40E-67	258.8
k87_117890_4	PGPT0015320_1343	96.7	696	23	0	1	2088	1	696	0.00E+00	1260.7
k87_118019_2	PGPT0015370_1669	98.9	271	3	0	1	813	1	271	1.60E-137	493.8
k87_118019_3	PGPT0015375_3766	100	60	0	0	1	180	1	60	1.20E-24	116.7
k87_118463_1	PGPT0009290_12	91	456	41	0	1	1368	77	532	2.90E-192	676.4
k87_119896_2	PGPT0018245_963	97.5	119	3	0	1	357	1	119	1.50E-60	236.9
k87_119943_3	PGPT0004020_2341	97.3	226	6	0	1	678	212	437	2.30E-121	439.9
k87_120470_2	PGPT0007010_5767	90	40	4	0	67	186	1	40	8.10E-13	77.4
k87_120848_1	PGPT0001390_4390	99.7	324	1	0	1	972	1	324	4.50E-155	552.4
k87_121538_1	PGPT0008860_6576	93.9	196	12	0	1	588	97	292	1.40E-106	390.6
k87_121538_2	PGPT0004190_5242	99	98	1	0	1	294	1	98	2.80E-52	209.1
k87_121927_1	PGPT0007010_116	92.3	391	30	0	22	1194	1	391	1.10E-192	677.6
k87_123133_2	PGPT0007590_2147	99.1	232	2	0	1	696	1	232	2.70E-125	453
k87_123133_3	PGPT0007595_2526	100	158	0	0	7	480	1	158	1.30E-86	323.9
k87_123346_1	PGPT0002040_1571	90.3	433	42	0	1	1299	447	879	1.50E-214	750.4
k87_123763_1	PGPT0008135_1691	96	371	15	0	1	1113	425	795	6.80E-200	701.4
k87_125208_1	PGPT0020786_10	95	119	6	0	1	357	1	119	5.30E-53	211.8
k87_125258_4	PGPT0008735_3456	97.2	214	6	0	1	642	124	337	3.90E-107	392.5
k87_125358_2	PGPT0020770_4187	98.8	255	3	0	1	765	48	302	1.80E-114	417.2
k87_125955_2	PGPT0014740_484	92.5	186	14	0	1	558	1	186	5.40E-97	358.6
k87_126906_3	PGPT0022325_280	98	409	8	0	1	1227	1	409	4.90E-223	778.5
k87_126906_5	PGPT0022320_1211	100	263	0	0	1	789	1	263	6.30E-115	418.7
k87_126906_6	PGPT0008365_1845	100	151	0	0	64	516	1	151	5.10E-81	305.4
k87_126906_7	PGPT0022340_1551	97.6	337	8	0	7	1017	8	344	2.50E-95	354
k87_126906_9	PGPT0011685_692	97.8	453	10	0	1	1359	1	453	6.30E-256	887.9
k87_126906_10	PGPT0007585_731	99	403	4	0	1	1209	1	403	6.10E-218	761.5
k87_126906_11	PGPT0007685_3370	98.9	283	3	0	1	849	1	283	1.00E-150	537.7
k87_126906_12	PGPT0024180_3910	99.2	236	2	0	61	768	1	236	2.20E-128	463.4
k87_126906_14	PGPT0004255_223	99.7	301	1	0	1	903	1	301	1.40E-170	604
k87_126906_17	PGPT0021205_2812	99.2	240	2	0	1	720	1	240	1.30E-127	460.7
k87_127452_2	PGPT0018715_281	99	205	2	0	19	633	1	205	4.60E-108	395.6
k87_128350_1	PGPT0014810_3843	94.2	361	21	0	1	1083	24	384	5.50E-186	655.2
k87_128350_2	PGPT0000650_295	100	116	0	0	1	348	1	116	6.30E-59	231.5
k87_128350_3	PGPT0000840_6980	96.3	161	6	0	1	483	242	402	7.30E-82	308.1
k87_128771_1	PGPT0001835_894	95.5	66	3	0	1	198	4	69	6.60E-29	131
k87_128771_2	PGPT0009550_817	94.1	409	22	1	1	1227	1	407	1.10E-219	767.3
k87_129217_2	PGPT0012850_693	94.2	260	15	0	1	780	1	260	1.10E-135	487.6
k87_129217_3	PGPT0012850_693	90.6	170	16	0	1	510	270	439	2.20E-81	306.6
k87_132023_1	PGPT0014530_1971	96.8	190	6	0	1	570	1	190	2.40E-100	369.8
k87_132144_3	PGPT0021815_1486	94.5	128	7	0	1	384	269	396	5.00E-65	251.9
k87_132166_1	PGPT0006786_2173	99	104	1	0	1	312	1	104	8.20E-58	227.6
k87_132166_2	PGPT0013060_2261	99.7	347	1	0	1	1041	1	347	5.20E-202	708.4
k87_132517_1	PGPT0008385_6677	100	52	0	0	1	156	336	387	8.70E-24	113.6
k87_133487_2	PGPT0014336_1	90.9	242	22	0	1	726	100	341	4.90E-122	442.2
k87_133936_1	PGPT0021560_2913	90.7	344	32	0	1	1032	159	502	3.70E-176	622.5
k87_134347_1	PGPT0004435_4133	91	89	8	0	1	267	1	89	8.00E-38	161
k87_135307_1	PGPT0001530_3345	94.2	396	23	0	1	1188	82	477	2.30E-217	759.6
k87_135684_1	PGPT0017120_933	98.3	121	2	0	1	363	78	198	2.20E-60	236.9
k87_135684_2	PGPT0017120_911	97.7	44	1	0	1	132	1	44	5.70E-16	87.4
k87_136759_1	PGPT0021155_4195	98.2	276	5	0	1	828	89	364	1.00E-155	554.3
k87_136759_2	PGPT0021150_3841	99	483	5	0	1	1449	1	483	5.60E-271	937.9
k87_137622_2	PGPT0007635_17	91.6	371	30	1	1	1110	1	371	3.40E-207	725.7
k87_137644_2	PGPT0008960_904	90.2	245	24	0	1	735	1	245	3.60E-125	452.6
k87_137729_1	PGPT0015430_1963	96.8	344	11	0	1	1032	19	362	4.10E-175	619
k87_138238_1	PGPT0021560_2825	98.3	357	6	0	1	1071	1	357	1.90E-191	673.3
k87_138962_1	PGPT0018575_790	96.6	445	15	0	1	1335	1	445	1.90E-249	866.3
k87_138987_2	PGPT0007530_2875	96.1	179	7	0	1	537	1	179	6.60E-100	368.2
k87_139396_2	PGPT0015010_2870	100	174	0	0	1	522	1	174	1.10E-99	367.5
k87_139396_3	PGPT0017765_61	97	66	2	0	1	198	359	424	3.50E-30	135.2
k87_140780_1	PGPT0026010_2801	91.2	34	3	0	1	102	518	551	1.10E-11	72.8
k87_141622_1	PGPT0021210_5867	91.3	127	11	0	1	381	8	134	5.60E-61	238.4
k87_142995_2	PGPT0014045_2955	90.5	189	18	0	1	567	1	189	2.40E-92	343.2
k87_143185_1	PGPT0007580_981	98.5	259	4	0	1	777	1	259	3.40E-137	492.7
k87_143338_2	PGPT0007115_565	94.3	227	13	0	10	690	5	231	7.70E-117	424.9
k87_143338_3	PGPT0007075_615	92.9	99	7	0	1	297	1	99	6.50E-49	198
k87_143341_3	PGPT0020770_9321	94.9	99	5	0	13	309	4	102	1.30E-44	183.7
k87_143779_1	PGPT0003180_4327	98.1	104	2	0	1	312	1	104	8.40E-47	191
k87_144002_1	PGPT0006725_10870	92.2	308	24	0	1	924	1	308	1.10E-155	554.3
k87_144002_2	PGPT0006730_19969	95.3	253	12	0	1	759	1	253	6.20E-128	461.8
k87_144002_4	PGPT0006025_899	95.2	373	18	0	10	1128	5	377	3.10E-224	782.3
k87_144327_1	PGPT0007235_4079	91	343	30	1	1	1029	1	342	5.60E-172	608.6
k87_144327_2	PGPT0014895_2181	91.3	115	10	0	1	345	97	211	5.90E-57	224.9
k87_144686_2	PGPT0016545_9734	91.2	249	22	0	103	849	36	284	4.50E-127	459.1
k87_145159_3	PGPT0003685_483	91.1	280	24	1	1	837	9	288	5.80E-143	511.9
k87_145159_4	PGPT0004615_709	94.3	263	15	0	37	825	1	263	1.10E-141	507.7
k87_146922_2	PGPT0026785_1747	93.6	171	11	0	1	513	12	182	3.70E-92	342.4
k87_150188_3	PGPT0018050_4072	95.1	206	10	0	1	618	1	206	4.20E-106	389
k87_150208_1	PGPT0001405_1277	95.9	169	7	0	1	507	369	537	8.80E-94	347.8
k87_150806_1	PGPT0006725_4395	92.5	321	24	0	67	1029	3	323	3.60E-163	579.3
k87_150806_2	PGPT0006730_14458	92.5	268	20	0	1	804	1	268	1.20E-129	467.6
k87_151141_6	PGPT0001020_263	90.2	386	38	0	1	1158	1	386	3.30E-197	692.6
k87_151726_1	PGPT0021560_4523	93.3	403	27	0	1	1209	33	435	2.50E-219	766.1
k87_151875_1	PGPT0021480_3263	92	87	7	0	1	261	233	319	6.90E-34	147.9
k87_152868_1	PGPT0017385_1911	97.8	186	4	0	1	558	1	186	3.40E-99	365.9
k87_153267_3	PGPT0012905_1006	100	80	0	0	1	240	72	151	2.80E-37	159.1
k87_153543_1	PGPT0029160_409	93.8	406	25	0	1	1218	58	463	1.20E-213	747.3
k87_153599_2	PGPT0001712_1993	90.6	510	46	1	1	1530	1	508	5.60E-269	931.4
k87_154093_5	PGPT0002080_4063	93.6	299	19	0	1	897	1	299	5.80E-157	558.5
k87_154205_1	PGPT0014355_2357	92.4	157	12	0	1	471	1	157	1.40E-77	293.9
k87_154276_1	PGPT0013420_60	98.7	458	6	0	1	1374	260	717	6.10E-267	924.5
k87_154319_1	PGPT0007100_73	91.8	292	24	0	1	876	3	294	1.10E-152	544.3
k87_155055_1	PGPT0001165_3238	92.7	453	33	0	1	1359	396	848	3.60E-243	845.5
k87_156336_1	PGPT0003165_27	98.4	426	7	0	1	1278	1969	2394	7.80E-248	860.9
k87_156336_2	PGPT0003370_480	97.3	73	2	0	1	219	1	73	8.70E-38	160.6
k87_157300_2	PGPT0004450_11644	97.4	265	7	0	1	795	20	284	9.40E-135	484.6
k87_157308_1	PGPT0013590_5338	90.5	84	8	0	1	252	122	205	1.60E-30	136.7
k87_157308_2	PGPT0013590_4975	94.4	213	12	0	1	639	1	213	6.70E-99	365.2
k87_157308_3	PGPT0013585_2367	92.9	84	6	0	1	252	1	84	1.30E-37	160.2
k87_157410_2	PGPT0014565_5548	94.3	88	5	0	1	264	1	88	2.80E-38	162.5
k87_157510_3	PGPT0003760_6181	99.5	215	1	0	1	645	44	258	1.20E-111	407.5
k87_157593_2	PGPT0001880_1720	98.3	403	7	0	1	1209	1	403	7.10E-235	817.8
k87_157598_1	PGPT0001565_697	94	150	9	0	1	450	247	396	5.90E-76	288.5
k87_157629_1	PGPT0000885_737	91.2	113	10	0	1	339	180	292	8.30E-56	221.1
k87_157728_3	PGPT0008360_2662	96.8	93	3	0	1	279	328	420	3.90E-43	178.7
k87_158010_1	PGPT0003935_1616	93	143	10	0	46	474	5	147	3.80E-75	285.8
k87_158330_1	PGPT0008370_926	98	101	2	0	1	303	1	101	3.20E-51	205.7
k87_158505_1	PGPT0020770_7362	100	221	0	0	1	663	71	291	5.50E-112	408.7
k87_158588_1	PGPT0015041_7	94.7	265	14	0	1	795	1	265	6.10E-134	481.9
k87_159440_1	PGPT0017740_77	95.4	261	12	0	1	783	688	948	6.20E-139	498.4
k87_159539_1	PGPT0009040_3280	91.1	90	8	0	1	270	127	216	6.60E-43	177.9
k87_159832_1	PGPT0020210_2346	98.5	402	6	0	1	1206	77	478	3.80E-228	795.4
k87_160096_1	PGPT0006610_4	91	476	43	0	1	1428	1	476	4.60E-257	891.7
k87_160345_1	PGPT0001372_1848	91.2	68	6	0	1	204	26	93	5.60E-31	137.9
k87_160933_1	PGPT0006075_4496	96.2	105	4	0	1	315	1	105	7.20E-46	188
k87_161084_3	PGPT0014570_6287	90.5	42	4	0	1	126	1	42	1.90E-13	79
k87_161623_3	PGPT0006760_1806	96.6	148	5	0	1	444	1	148	1.40E-76	290.4
k87_162602_1	PGPT0008735_1963	90.8	250	23	0	1	750	1	250	1.40E-116	424.1
k87_162751_1	PGPT0007005_5197	92.9	98	7	0	1	294	247	344	1.40E-46	190.3
k87_164020_2	PGPT0008360_3143	93.3	240	16	0	1	720	180	419	2.70E-125	453
k87_164509_1	PGPT0001605_2671	90.1	455	45	0	1	1365	138	592	1.20E-241	840.5
k87_164509_2	PGPT0001600_3702	94.7	190	10	0	4	573	4	193	8.10E-104	381.3
k87_164835_1	PGPT0014800_1055	96	297	12	0	1	891	201	497	8.90E-158	561.2
k87_164892_3	PGPT0019890_553	91.3	277	24	0	1	831	1	277	1.80E-144	516.9
k87_164892_4	PGPT0013170_20791	98.5	201	3	0	1	603	1	201	5.90E-113	411.8
k87_164942_1	PGPT0008295_359	99.7	337	1	0	1	1011	1	337	2.60E-198	696
k87_165275_1	PGPT0001450_1370	94.6	441	24	0	1	1323	1	441	5.10E-210	735.3
k87_165724_1	PGPT0020795_2105	90.7	97	9	0	1	291	197	293	2.10E-39	166.4
k87_165988_3	PGPT0000645_4067	97.3	262	7	0	1	786	1	262	2.30E-149	533.1
k87_166112_1	PGPT0000840_1173	90.1	416	41	0	1	1248	87	502	3.80E-207	725.7
k87_166380_1	PGPT0013740_143	92.1	266	21	0	1	798	11	276	6.50E-136	488.4
k87_167503_1	PGPT0020195_1451	95.8	403	17	0	94	1302	16	418	3.40E-227	792.3
k87_168075_1	PGPT0016570_429	93	300	21	0	1	900	1	300	2.70E-162	576.2
k87_168122_2	PGPT0027700_3246	96.1	207	8	0	1	621	132	338	1.60E-105	387.1
k87_168531_1	PGPT0014875_1937	90.3	290	28	0	16	885	13	302	1.20E-149	534.3
k87_168626_2	PGPT0020130_2696	92.6	405	30	0	1	1215	1	405	1.20E-218	763.8
k87_168703_3	PGPT0017955_727	96.1	255	10	0	1	765	1	255	2.70E-131	473
k87_168703_6	PGPT0024405_530	99.7	381	1	0	1	1143	1	381	5.50E-221	771.5
k87_168703_9	PGPT0029925_1847	97.9	559	12	0	1	1677	1	559	0.00E+00	1088.2
k87_168703_14	PGPT0012140_48	97.6	335	8	0	1	1005	1	335	6.40E-190	668.3
k87_169607_5	PGPT0015105_5470	100	141	0	0	1	423	1	141	5.10E-39	165.6
k87_169703_2	PGPT0013300_5529	96.3	54	2	0	10	171	72	125	6.80E-23	110.9
k87_169703_3	PGPT0013300_5529	97.3	37	1	0	1	111	64	100	1.70E-13	79
k87_169759_1	PGPT0008370_579	93.6	47	3	0	76	216	3	49	1.70E-17	93.2
k87_170229_1	PGPT0007660_469	91.9	172	14	0	7	522	10	181	2.70E-82	309.7
k87_171562_1	PGPT0021480_5910	93.2	310	21	0	1	930	1	310	7.10E-158	561.6
k87_172898_2	PGPT0028085_382	97.6	41	1	0	1	123	1	41	1.20E-12	76.3
k87_176771_1	PGPT0025920_469	99	291	3	0	1	873	211	501	1.60E-167	593.6
k87_176771_2	PGPT0025980_1822	98.3	60	1	0	1	180	1	60	3.30E-27	125.2
k87_176938_1	PGPT0020765_9005	96.4	337	12	0	1	1011	53	389	5.30E-183	645.2
k87_177924_1	PGPT0007680_2111	99	290	3	0	1	870	1	290	5.80E-162	575.1
k87_180902_1	PGPT0007535_576	95.3	253	12	0	1	759	1	253	3.90E-138	495.7
k87_182380_1	PGPT0017245_661	94.9	490	25	0	1	1470	1	490	8.20E-278	960.7
k87_182857_1	PGPT0007208_5794	94.9	79	4	0	1	237	223	301	3.40E-32	142.1
k87_183411_2	PGPT0030505_930	94.6	149	8	0	1	447	1	149	2.00E-78	296.6
k87_183568_1	PGPT0007595_553	93.9	165	10	0	1	495	1	165	5.30E-83	312
k87_183568_2	PGPT0007590_534	90.8	250	20	2	1	741	1	250	1.30E-114	417.5
k87_183568_3	PGPT0014830_1194	100	160	0	0	1	480	1	160	6.60E-83	311.6
k87_183818_1	PGPT0000575_782	90.5	74	7	0	1	222	1	74	1.90E-29	132.9
k87_183818_2	PGPT0000580_968	92.2	270	21	0	73	882	6	275	8.20E-140	501.5
k87_183818_3	PGPT0000585_725	94.4	72	4	0	1	216	361	432	2.00E-34	149.4
k87_183887_1	PGPT0002265_8084	90.9	88	8	0	1	264	420	507	1.10E-36	157.5
k87_184193_2	PGPT0017375_4807	90.3	216	21	0	1	648	1	216	6.80E-107	391.7
k87_184369_3	PGPT0019595_919	90.1	242	24	0	1	726	376	617	7.00E-129	464.9
k87_185757_2	PGPT0014325_191	92.6	81	4	1	1	237	31	111	6.10E-37	157.9
k87_185757_6	PGPT0015240_398	90.2	396	39	0	1	1188	8	403	1.50E-192	677.2
k87_186647_1	PGPT0007120_2715	90.4	156	15	0	25	492	4	159	4.50E-79	298.9
k87_187665_1	PGPT0020875_230	91.4	255	22	0	4	768	26	280	8.80E-130	468
k87_188703_1	PGPT0029925_423	91.1	384	34	0	4	1155	118	501	7.10E-200	701.4
k87_189116_2	PGPT0017595_2330	96	177	7	0	1	531	1	177	1.60E-93	347.1
k87_190472_1	PGPT0017355_764	90.8	65	6	0	1	195	103	167	1.60E-27	126.3
k87_190472_2	PGPT0017350_453	92.8	307	22	0	1	921	1	307	5.70E-152	542
k87_190579_1	PGPT0003680_4370	93.7	174	11	0	1	522	1	174	7.40E-88	328.2
k87_190579_2	PGPT0000245_1204	90	221	22	0	1	663	1	221	8.60E-113	411.4
k87_190845_1	PGPT0007005_990	94.4	248	11	1	1	735	228	475	6.90E-116	421.8
k87_191280_2	PGPT0018880_69	92.8	403	29	0	1	1209	1	403	1.80E-214	750
k87_191280_5	PGPT0021145_5079	96.9	194	6	0	1	582	210	403	1.10E-103	380.9
k87_192277_1	PGPT0008135_132	94.2	258	15	0	1	774	1	258	1.20E-134	484.2
k87_192395_2	PGPT0006065_322	91.9	62	5	0	312	127	71	132	4.80E-26	122.1
k87_192574_2	PGPT0001175_368	91.5	177	15	0	7	537	2	178	2.00E-88	330.1
k87_192860_4	PGPT0014675_4990	91.2	68	6	0	1	204	1	68	1.20E-28	130.2
k87_192860_6	PGPT0023875_4465	94.7	114	6	0	7	348	77	190	1.60E-57	226.9
k87_192860_8	PGPT0014555_2105	91.7	230	19	0	1	690	1	230	5.00E-116	422.2
k87_192954_1	PGPT0000965_399	94.3	559	32	0	1	1677	1	559	7.2e-312	1074.7
k87_193530_1	PGPT0019755_1307	93.2	44	3	0	1	132	1	44	1.50E-13	79.3
k87_193558_2	PGPT0014925_440	94.2	138	8	0	1	414	1	138	9.40E-62	241.1
k87_194244_1	PGPT0030665_1079	91.7	362	30	0	1	1086	1	362	7.40E-191	671.4
k87_194258_4	PGPT0001442_2305	90.5	222	21	0	1	666	249	470	8.20E-108	394.8
k87_194584_1	PGPT0019755_1516	94.3	53	3	0	1	159	355	407	5.10E-19	97.8
k87_195189_1	PGPT0023720_4013	91	599	54	0	1	1797	2	600	0.00E+00	1109
k87_195998_1	PGPT0019635_2296	92.8	83	6	0	22	270	5	87	2.30E-40	169.5
k87_195998_2	PGPT0019660_72	90.6	382	36	0	1	1146	193	574	2.60E-210	736.1
k87_196068_2	PGPT0020125_205	93.9	66	4	0	1	198	1	66	1.20E-27	126.7
k87_196142_1	PGPT0021565_2666	91.4	140	12	0	1	420	126	265	2.20E-74	283.1
k87_196772_2	PGPT0013215_2262	100	256	0	0	1	768	1	256	3.30E-145	519.2
k87_196938_2	PGPT0002395_59	99.5	218	1	0	1	654	432	649	1.40E-120	437.2
k87_197327_3	PGPT0006355_3258	96.8	189	6	0	1	567	1	189	4.70E-104	382.1
k87_198182_1	PGPT0014040_3345	95	362	18	0	1	1086	60	421	3.70E-190	669.1
k87_198896_2	PGPT0023720_842	93.2	59	4	0	7	183	12	70	8.50E-23	110.5
k87_198955_1	PGPT0021145_5079	90.9	198	13	1	1	594	1	193	4.30E-100	369
k87_198955_2	PGPT0004450_10498	96.8	190	6	0	1	570	100	289	4.60E-91	339
k87_198991_1	PGPT0001960_486	98.1	411	8	0	1	1233	20	430	7.50E-224	781.2
k87_199145_1	PGPT0007875_2350	99.5	208	1	0	1	624	1	208	8.80E-112	407.9
k87_200105_2	PGPT0016810_152	93	257	18	0	1	771	19	275	9.40E-132	474.6
k87_200633_2	PGPT0018170_577	92.6	215	16	0	1	645	81	295	4.70E-108	395.6
k87_200635_2	PGPT0004025_2748	91.2	113	10	0	1	339	1	113	3.40E-52	209.1
k87_200635_3	PGPT0004025_2748	95.8	71	3	0	1	213	119	189	1.60E-33	146.4
k87_200771_2	PGPT0001145_6133	90.4	198	19	0	1	594	66	263	2.50E-92	343.2
k87_200833_1	PGPT0000450_1913	94.7	208	11	0	1	624	1	208	4.10E-109	399.1
k87_201016_1	PGPT0008860_6302	90.1	91	9	0	1	273	1	91	2.90E-43	179.1
k87_201144_1	PGPT0020235_2253	97.8	371	8	0	1	1113	1	371	2.00E-207	726.5
k87_201346_2	PGPT0021200_219	90.9	231	21	0	1	693	1	231	2.20E-124	449.9
k87_201467_1	PGPT0004035_1816	98.5	136	2	0	1	408	1	136	5.10E-68	261.9
k87_201467_2	PGPT0004025_749	100	213	0	0	1	639	381	593	1.00E-123	447.6
k87_201619_1	PGPT0023875_2176	94.6	718	39	0	1	2154	1	718	0.00E+00	1372.8
k87_201922_1	PGPT0017535_3191	93.5	356	23	0	1	1068	73	428	9.80E-196	687.6
k87_202544_1	PGPT0014555_1579	96.4	55	2	0	1	165	5	59	1.70E-22	109.4
k87_202658_1	PGPT0017550_1352	93.3	421	28	0	1	1263	16	436	1.20E-240	837
k87_203937_1	PGPT0026825_2594	94.6	333	18	0	1	999	1	333	3.50E-171	605.9
