Subject,Factor,Type,Pfams
PGPT0000315,napB,PGPT;DIRECT_EFFECTS;BIO-FERTILIZATION;NITROGEN_ACQUISITION;N-AQUISITION-DENITRIFICATION|NITRATE_USAGE;DENITRIFICATION-NITRATE_REDUCTION#PGPT;DIRECT_EFFECTS;BIO-FERTILIZATION;PHOSPHATE_SOLUBILIZATION;P-SOLUBILISATION-OTHER_ACID_METABOLISM;P-SOLUBILISATION-NITRIC_ACID_BIOSYNTHESIS#PGPT;DIRECT_EFFECTS;BIO-FERTILIZATION;POTASSIUM_SOLUBILIZATION;K-SOLUBILISATION-OTHER_ACID_METABOLISMS;K-SOLUBILISATION-NITRIC_ACID_BIOSYNTHESIS,PF13442;PF03892
PGPT0000320,napC,PGPT;DIRECT_EFFECTS;BIO-FERTILIZATION;NITROGEN_ACQUISITION;N-AQUISITION-DENITRIFICATION|NITRATE_USAGE;DENITRIFICATION-NITRATE_REDUCTION,PF14522;PF14537;PF02085;PF03264
PGPT0000325,napD,PGPT;DIRECT_EFFECTS;BIO-FERTILIZATION;NITROGEN_ACQUISITION;N-AQUISITION-DENITRIFICATION|NITRATE_USAGE;DENITRIFICATION-NITRATE_REDUCTION,PF03927
PGPT0000330,napE,PGPT;DIRECT_EFFECTS;BIO-FERTILIZATION;NITROGEN_ACQUISITION;N-AQUISITION-DENITRIFICATION|NITRATE_USAGE;DENITRIFICATION-NITRATE_REDUCTION,PF06796
PGPT0000335,napF,PGPT;DIRECT_EFFECTS;BIO-FERTILIZATION;NITROGEN_ACQUISITION;N-AQUISITION-DENITRIFICATION|NITRATE_USAGE;DENITRIFICATION-NITRATE_REDUCTION,PF00037;PF13237;PF13484;PF13534;PF14697;PF12838;PF13187
PGPT0000340,napG,PGPT;DIRECT_EFFECTS;BIO-FERTILIZATION;NITROGEN_ACQUISITION;N-AQUISITION-DENITRIFICATION|NITRATE_USAGE;DENITRIFICATION-NITRATE_REDUCTION,PF00037;PF13237;PF12838;PF13187
PGPT0000345,napH,PGPT;DIRECT_EFFECTS;BIO-FERTILIZATION;NITROGEN_ACQUISITION;N-AQUISITION-DENITRIFICATION|NITRATE_USAGE;DENITRIFICATION-NITRATE_REDUCTION,PF00037;PF13534;PF14697;PF12801;PF12838;PF13187
PGPT0000350,norB,PGPT;DIRECT_EFFECTS;BIO-FERTILIZATION;NITROGEN_ACQUISITION;N-AQUISITION-DENITRIFICATION|NITRATE_USAGE;DENITRIFICATION-NITRATE_REDUCTION,PF00115
PGPT0000355,norC,PGPT;DIRECT_EFFECTS;BIO-FERTILIZATION;NITROGEN_ACQUISITION;N-AQUISITION-DENITRIFICATION|NITRATE_USAGE;DENITRIFICATION-NITRATE_REDUCTION,PF13442;PF00034
PGPT0000360,norD,PGPT;DIRECT_EFFECTS;BIO-FERTILIZATION;NITROGEN_ACQUISITION;N-AQUISITION-DENITRIFICATION|NITRATE_USAGE;DENITRIFICATION-NITRATE_REDUCTION,PF13519
PGPT0000365,norF,PGPT;DIRECT_EFFECTS;BIO-FERTILIZATION;NITROGEN_ACQUISITION;N-AQUISITION-DENITRIFICATION|NITRATE_USAGE;DENITRIFICATION-NITRATE_REDUCTION,PF03626
PGPT0000370,norQ,PGPT;DIRECT_EFFECTS;BIO-FERTILIZATION;NITROGEN_ACQUISITION;N-AQUISITION-DENITRIFICATION|NITRATE_USAGE;DENITRIFICATION-NITRATE_REDUCTION,PF07728
PGPT0000375,norR,PGPT;DIRECT_EFFECTS;BIO-FERTILIZATION;NITROGEN_ACQUISITION;N-AQUISITION-DENITRIFICATION|NITRATE_USAGE;DENITRIFICATION-NITRATE_REDUCTION#PGPT;INDIRECT_EFFECTS;STRESS_CONTROL|BIOCONTROL;NEUTRALIZING_ABIOTIC_STRESS;NITROSATIVE|OXIDATIVE_STRESS|ROS_SCAVENGING;NITRIC_OXIDE_REDUCTION#PGPT;INDIRECT_EFFECTS;COMPETITIVE_EXCLUSION|CE;CE-BACTERIAL_FITNESS;CE-BACTERIAL_FITNESS-ENERGY_METABOLISM;CE-BACTERIAL_FITNESS-ANAEROBIC_SIGNALLING,PF07728;PF00158;PF14532
PGPT0000380,norV,PGPT;DIRECT_EFFECTS;BIO-FERTILIZATION;NITROGEN_ACQUISITION;N-AQUISITION-DENITRIFICATION|NITRATE_USAGE;DENITRIFICATION-NITRATE_REDUCTION#PGPT;INDIRECT_EFFECTS;STRESS_CONTROL|BIOCONTROL;NEUTRALIZING_ABIOTIC_STRESS;NITROSATIVE|OXIDATIVE_STRESS|ROS_SCAVENGING;NITRIC_OXIDE_REDUCTION#PGPT;INDIRECT_EFFECTS;COMPETITIVE_EXCLUSION|CE;CE-BACTERIAL_FITNESS;CE-BACTERIAL_FITNESS-ENERGY_METABOLISM;CE-BACTERIAL_FITNESS-ANAEROBIC_SIGNALLING,PF01266;PF00258;PF13434;PF00753;PF12706;PF19583;PF00070;PF07992;PF13738;PF18113;PF00301
PGPT0000385,norW,PGPT;DIRECT_EFFECTS;BIO-FERTILIZATION;NITROGEN_ACQUISITION;N-AQUISITION-DENITRIFICATION|NITRATE_USAGE;DENITRIFICATION-NITRATE_REDUCTION#PGPT;INDIRECT_EFFECTS;STRESS_CONTROL|BIOCONTROL;NEUTRALIZING_ABIOTIC_STRESS;NITROSATIVE|OXIDATIVE_STRESS|ROS_SCAVENGING;NITRIC_OXIDE_REDUCTION,PF02737;PF01266;PF13434;PF00070;PF07992;PF13738;PF02254
PGPT0000390,nasA|nasC|narB,PGPT;DIRECT_EFFECTS;BIO-FERTILIZATION;NITROGEN_ACQUISITION;N-AQUISITION-DENITRIFICATION|NITRATE_USAGE;DENITRIFICATION-NITRATE_REDUCTION#PGPT;DIRECT_EFFECTS;BIO-FERTILIZATION;PHOSPHATE_SOLUBILIZATION;P-SOLUBILISATION-OTHER_ACID_METABOLISM;P-SOLUBILISATION-NITRIC_ACID_BIOSYNTHESIS#PGPT;DIRECT_EFFECTS;BIO-FERTILIZATION;POTASSIUM_SOLUBILIZATION;K-SOLUBILISATION-OTHER_ACID_METABOLISMS;K-SOLUBILISATION-NITRIC_ACID_BIOSYNTHESIS,PF04324;PF00384;PF04879;PF01568
PGPT0000395,nasB,PGPT;DIRECT_EFFECTS;BIO-FERTILIZATION;NITROGEN_ACQUISITION;N-AQUISITION-DENITRIFICATION|NITRATE_USAGE;DENITRIFICATION-NITRATE_REDUCTION#PGPT;DIRECT_EFFECTS;BIO-FERTILIZATION;PHOSPHATE_SOLUBILIZATION;P-SOLUBILISATION-OTHER_ACID_METABOLISM;P-SOLUBILISATION-NITRIC_ACID_BIOSYNTHESIS#PGPT;DIRECT_EFFECTS;BIO-FERTILIZATION;POTASSIUM_SOLUBILIZATION;K-SOLUBILISATION-OTHER_ACID_METABOLISMS;K-SOLUBILISATION-NITRIC_ACID_BIOSYNTHESIS,PF01134;PF00070;PF07992;PF18267
PGPT0000400,nasR|nasT,PGPT;DIRECT_EFFECTS;BIO-FERTILIZATION;NITROGEN_ACQUISITION;N-AQUISITION-DENITRIFICATION|NITRATE_USAGE;DENITRIFICATION-NITRATE_REDUCTION,PF00072
PGPT0000405,nasS,PGPT;DIRECT_EFFECTS;BIO-FERTILIZATION;NITROGEN_ACQUISITION;N-AQUISITION-DENITRIFICATION|NITRATE_USAGE;DENITRIFICATION-NITRATE_REDUCTION,PF13379
PGPT0000410,nosD,PGPT;DIRECT_EFFECTS;BIO-FERTILIZATION;NITROGEN_ACQUISITION;N-AQUISITION-DENITRIFICATION|NITRATE_USAGE;DENITRIFICATION-NITRATE_REDUCTION,PF13304;PF00005;PF13229;PF05048
PGPT0000415,nosF,PGPT;DIRECT_EFFECTS;BIO-FERTILIZATION;NITROGEN_ACQUISITION;N-AQUISITION-DENITRIFICATION|NITRATE_USAGE;DENITRIFICATION-NITRATE_REDUCTION,PF13304;PF00005
PGPT0000420,nosL,PGPT;DIRECT_EFFECTS;BIO-FERTILIZATION;NITROGEN_ACQUISITION;N-AQUISITION-DENITRIFICATION|NITRATE_USAGE;DENITRIFICATION-NITRATE_REDUCTION,PF05573
PGPT0000425,nosR,PGPT;DIRECT_EFFECTS;BIO-FERTILIZATION;NITROGEN_ACQUISITION;N-AQUISITION-DENITRIFICATION|NITRATE_USAGE;DENITRIFICATION-NITRATE_REDUCTION,PF12801;PF04205
PGPT0000430,nosX|apbE|yojL|fmnB,PGPT;DIRECT_EFFECTS;BIO-FERTILIZATION;NITROGEN_ACQUISITION;N-AQUISITION-DENITRIFICATION|NITRATE_USAGE;DENITRIFICATION-NITRATE_REDUCTION#PGPT;DIRECT_EFFECTS;BIO-FERTILIZATION;IRON_ACQUISITION;IRON_ACQUISITION-IRON_HOMOEOSTASIS;IRON_HOMEOSTASIS-Fmn|Dmk|Ppl|Ndh|Eet_SYSTEM#PGPT;DIRECT_EFFECTS;BIO-REMEDIATION;HEAVY_METAL_DETOXIFICATION;HEAVY_METAL_IRON_RESISTANCE;IRON_RESISTANCE-Fmn|Dmk|Ppl|Ndh|Eet_SYSTEM,PF02424;PF07690
PGPT0000435,nosY,PGPT;DIRECT_EFFECTS;BIO-FERTILIZATION;NITROGEN_ACQUISITION;N-AQUISITION-DENITRIFICATION|NITRATE_USAGE;DENITRIFICATION-NITRATE_REDUCTION,PF01061;PF12679;PF12698;PF12730;PF13346;PF05573
PGPT0000440,nosZ,PGPT;DIRECT_EFFECTS;BIO-FERTILIZATION;NITROGEN_ACQUISITION;N-AQUISITION-DENITRIFICATION|NITRATE_USAGE;DENITRIFICATION-NITRATE_REDUCTION,PF00034;PF18764
PGPT0000445,nirA,PGPT;DIRECT_EFFECTS;BIO-FERTILIZATION;NITROGEN_ACQUISITION;N-AQUISITION-DENITRIFICATION|NITRATE_USAGE;DENITRIFICATION-NITRATE_REDUCTION,PF00970;PF00175;PF08030;PF01077;PF03460;PF00301
PGPT0000450,nirB,PGPT;DIRECT_EFFECTS;BIO-FERTILIZATION;NITROGEN_ACQUISITION;N-AQUISITION-DENITRIFICATION|NITRATE_USAGE;DENITRIFICATION-NITRATE_REDUCTION,PF01266;PF04324;PF01134;PF03486;PF13450;PF01077;PF03460;PF00070;PF07992;PF13738;PF13806;PF18267
PGPT0000455,nirD,PGPT;DIRECT_EFFECTS;BIO-FERTILIZATION;NITROGEN_ACQUISITION;N-AQUISITION-DENITRIFICATION|NITRATE_USAGE;DENITRIFICATION-NITRATE_REDUCTION,PF02627;PF00355
PGPT0000460,nirK,PGPT;DIRECT_EFFECTS;BIO-FERTILIZATION;NITROGEN_ACQUISITION;N-AQUISITION-DENITRIFICATION|NITRATE_USAGE;DENITRIFICATION-NITRATE_REDUCTION#PGPT;DIRECT_EFFECTS;PHYTOHORMONE|PLANT_SIGNAL_PRODUCTION;PLANT_SIGNAL-BRANCHING_STIMULATION;PLANT_BRANCHING-NITRIC_OXIDE_METABOLISM;PLANT_BRANCHING-NITRIC_OXIDE_FORMATION,PF00127;PF07731;PF07732;PF13473
PGPT0000465,nirS,PGPT;DIRECT_EFFECTS;BIO-FERTILIZATION;NITROGEN_ACQUISITION;N-AQUISITION-DENITRIFICATION|NITRATE_USAGE;DENITRIFICATION-NITRATE_REDUCTION#PGPT;DIRECT_EFFECTS;BIO-FERTILIZATION;NITROGEN_ACQUISITION;N-AQUISITION-HYDROXYLAMINE_USAGE;N-AQUISITION-HYDROXYLAMINE_DEGRADATION#PGPT;DIRECT_EFFECTS;PHYTOHORMONE|PLANT_SIGNAL_PRODUCTION;PLANT_SIGNAL-BRANCHING_STIMULATION;PLANT_BRANCHING-NITRIC_OXIDE_METABOLISM;PLANT_BRANCHING-NITRIC_OXIDE_FORMATION,PF13442;PF00034;PF02239
PGPT0000470,nirI,PGPT;DIRECT_EFFECTS;BIO-FERTILIZATION;NITROGEN_ACQUISITION;N-AQUISITION-DENITRIFICATION|NITRATE_USAGE;DENITRIFICATION-NITRATE_REDUCTION,PF12801
PGPT0000471,nirV,PGPT;DIRECT_EFFECTS;BIO-FERTILIZATION;NITROGEN_ACQUISITION;N-AQUISITION-DENITRIFICATION|NITRATE_USAGE;DENITRIFICATION-NITRATE_REDUCTION,PF03781;PF08308
PGPT0000475,nrfA,PGPT;DIRECT_EFFECTS;BIO-FERTILIZATION;NITROGEN_ACQUISITION;N-AQUISITION-DENITRIFICATION|NITRATE_USAGE;DENITRIFICATION-NITRATE_REDUCTION,PF14522;PF14537;PF02335
PGPT0000480,nrfH,PGPT;DIRECT_EFFECTS;BIO-FERTILIZATION;NITROGEN_ACQUISITION;N-AQUISITION-DENITRIFICATION|NITRATE_USAGE;DENITRIFICATION-NITRATE_REDUCTION,PF14522;PF14537;PF03264;PF09699
PGPT0000481,nrfB,PGPT;DIRECT_EFFECTS;BIO-FERTILIZATION;NITROGEN_ACQUISITION;N-AQUISITION-DENITRIFICATION|NITRATE_USAGE;DENITRIFICATION-NITRATE_REDUCTION,PF14522;PF14537;PF09699
PGPT0000482,nrfC,PGPT;DIRECT_EFFECTS;BIO-FERTILIZATION;NITROGEN_ACQUISITION;N-AQUISITION-DENITRIFICATION|NITRATE_USAGE;DENITRIFICATION-NITRATE_REDUCTION,PF00037;PF13237;PF13247;PF12797;PF12798;PF12800;PF12837;PF12838;PF13187
PGPT0000483,nrfD,PGPT;DIRECT_EFFECTS;BIO-FERTILIZATION;NITROGEN_ACQUISITION;N-AQUISITION-DENITRIFICATION|NITRATE_USAGE;DENITRIFICATION-NITRATE_REDUCTION,PF03916
PGPT0000484,nrfE,PGPT;DIRECT_EFFECTS;BIO-FERTILIZATION;NITROGEN_ACQUISITION;N-AQUISITION-DENITRIFICATION|NITRATE_USAGE;DENITRIFICATION-NITRATE_REDUCTION,PF16327;PF03918;PF01578
PGPT0000485,nnrR,PGPT;DIRECT_EFFECTS;BIO-FERTILIZATION;NITROGEN_ACQUISITION;N-AQUISITION-REGULATION;NITROGEN_REGULATING_FUNCTIONS,PF00027;PF00325;PF13545
PGPT0000486,nrfF,PGPT;DIRECT_EFFECTS;BIO-FERTILIZATION;NITROGEN_ACQUISITION;N-AQUISITION-DENITRIFICATION|NITRATE_USAGE;DENITRIFICATION-NITRATE_REDUCTION,PF03918
PGPT0000487,nrfG,PGPT;DIRECT_EFFECTS;BIO-FERTILIZATION;NITROGEN_ACQUISITION;N-AQUISITION-DENITRIFICATION|NITRATE_USAGE;DENITRIFICATION-NITRATE_REDUCTION,PF03918
PGPT0000500,narH|narY|nxrB,PGPT;DIRECT_EFFECTS;BIO-FERTILIZATION;NITROGEN_ACQUISITION;N-AQUISITION-DENITRIFICATION|NITRATE_USAGE;DENITRIFICATION-NITRATE_REDUCTION#PGPT;DIRECT_EFFECTS;BIO-FERTILIZATION;PHOSPHATE_SOLUBILIZATION;P-SOLUBILISATION-OTHER_ACID_METABOLISM;P-SOLUBILISATION-NITRIC_ACID_BIOSYNTHESIS#PGPT;DIRECT_EFFECTS;BIO-FERTILIZATION;POTASSIUM_SOLUBILIZATION;K-SOLUBILISATION-OTHER_ACID_METABOLISMS;K-SOLUBILISATION-NITRIC_ACID_BIOSYNTHESIS,PF13237;PF13247;PF00384;PF01568;PF14711
PGPT0000505,narI|narV,PGPT;DIRECT_EFFECTS;BIO-FERTILIZATION;NITROGEN_ACQUISITION;N-AQUISITION-DENITRIFICATION|NITRATE_USAGE;DENITRIFICATION-NITRATE_REDUCTION#PGPT;DIRECT_EFFECTS;BIO-FERTILIZATION;PHOSPHATE_SOLUBILIZATION;P-SOLUBILISATION-OTHER_ACID_METABOLISM;P-SOLUBILISATION-NITRIC_ACID_BIOSYNTHESIS#PGPT;DIRECT_EFFECTS;BIO-FERTILIZATION;POTASSIUM_SOLUBILIZATION;K-SOLUBILISATION-OTHER_ACID_METABOLISMS;K-SOLUBILISATION-NITRIC_ACID_BIOSYNTHESIS,PF02665;PF03595
PGPT0000510,narJ|narW,PGPT;DIRECT_EFFECTS;BIO-FERTILIZATION;NITROGEN_ACQUISITION;N-AQUISITION-DENITRIFICATION|NITRATE_USAGE;DENITRIFICATION-NITRATE_REDUCTION,PF02613;PF14711
PGPT0000515,fnr,PGPT;DIRECT_EFFECTS;BIO-FERTILIZATION;NITROGEN_ACQUISITION;N-AQUISITION-DENITRIFICATION|NITRATE_USAGE;DENITRIFICATION-NITRATE|NITRITE_SENSING#PGPT;INDIRECT_EFFECTS;COMPETITIVE_EXCLUSION|CE;CE-BACTERIAL_FITNESS;CE-BACTERIAL_FITNESS-ENERGY_METABOLISM;CE-BACTERIAL_FITNESS-ANAEROBIC_SIGNALLING,PF00027;PF00325;PF13545;PF00072
PGPT0000520,modE,PGPT;DIRECT_EFFECTS;BIO-FERTILIZATION;NITROGEN_ACQUISITION;N-AQUISITION-REGULATION;N-ACQUISITION-MOLYBDENUM-COREGULATION#PGPT;DIRECT_EFFECTS;PHYTOHORMONE|PLANT_SIGNAL_PRODUCTION;PLANT_VITAMIN_PRODUCTION;PLANT_VITAMIN-MOLYBDENUM_COFACTOR_METABOLISM;PLANT_VITAMIN-MOLYBDENUM_COFACTOR_TRANSPORT,PF00589;PF03459
PGPT0000525,nreB,PGPT;DIRECT_EFFECTS;BIO-FERTILIZATION;NITROGEN_ACQUISITION;N-AQUISITION-DENITRIFICATION|NITRATE_USAGE;DENITRIFICATION-NITRATE|NITRITE_SENSING,PF02518;PF13589;PF07730
PGPT0000530,nreC,PGPT;DIRECT_EFFECTS;BIO-FERTILIZATION;NITROGEN_ACQUISITION;N-AQUISITION-DENITRIFICATION|NITRATE_USAGE;DENITRIFICATION-NITRATE|NITRITE_SENSING,PF00196;PF00072;PF08281
PGPT0000535,nreA,PGPT;DIRECT_EFFECTS;BIO-FERTILIZATION;NITROGEN_ACQUISITION;N-AQUISITION-DENITRIFICATION|NITRATE_USAGE;DENITRIFICATION-NITRATE|NITRITE_SENSING,PF13185
PGPT0000540,regA|regR|actR,PGPT;DIRECT_EFFECTS;BIO-FERTILIZATION;NITROGEN_ACQUISITION;N-AQUISITION-DENITRIFICATION|NITRATE_USAGE;DENITRIFICATION-NITRATE|NITRITE_SENSING#PGPT;INDIRECT_EFFECTS;COMPETITIVE_EXCLUSION|CE;CE-BACTERIAL_FITNESS;CE-BACTERIAL_FITNESS-ENERGY_METABOLISM;CE-BACTERIAL_FITNESS-AEROBIC_RESPIRATION|OXIDATIVE_PHOSPHORYLATION,PF00072
PGPT0000545,regB|regS|actS,PGPT;DIRECT_EFFECTS;BIO-FERTILIZATION;NITROGEN_ACQUISITION;N-AQUISITION-DENITRIFICATION|NITRATE_USAGE;DENITRIFICATION-NITRATE|NITRITE_SENSING#PGPT;INDIRECT_EFFECTS;COMPETITIVE_EXCLUSION|CE;CE-BACTERIAL_FITNESS;CE-BACTERIAL_FITNESS-ENERGY_METABOLISM;CE-BACTERIAL_FITNESS-AEROBIC_RESPIRATION|OXIDATIVE_PHOSPHORYLATION,PF02518;PF02954;PF00072
PGPT0000550,narL,PGPT;DIRECT_EFFECTS;BIO-FERTILIZATION;NITROGEN_ACQUISITION;N-AQUISITION-DENITRIFICATION|NITRATE_USAGE;DENITRIFICATION-NITRATE|NITRITE_SENSING#PGPT;DIRECT_EFFECTS;BIO-FERTILIZATION;NITROGEN_ACQUISITION;N-AQUISITION-REGULATION;N-AQUISITION-NITRATE|NITRITE_SENSING,PF00196;PF13384;PF13518;PF08281
PGPT0000555,narP,PGPT;DIRECT_EFFECTS;BIO-FERTILIZATION;NITROGEN_ACQUISITION;N-AQUISITION-DENITRIFICATION|NITRATE_USAGE;DENITRIFICATION-NITRATE|NITRITE_SENSING#PGPT;DIRECT_EFFECTS;BIO-FERTILIZATION;NITROGEN_ACQUISITION;N-AQUISITION-REGULATION;N-AQUISITION-NITRATE|NITRITE_SENSING,PF00196;PF00072
PGPT0000560,narQ,PGPT;DIRECT_EFFECTS;BIO-FERTILIZATION;NITROGEN_ACQUISITION;N-AQUISITION-DENITRIFICATION|NITRATE_USAGE;DENITRIFICATION-NITRATE|NITRITE_SENSING#PGPT;DIRECT_EFFECTS;BIO-FERTILIZATION;NITROGEN_ACQUISITION;N-AQUISITION-REGULATION;N-AQUISITION-NITRATE|NITRITE_SENSING,PF00672;PF02518;PF07730;PF13675
PGPT0000565,nirC,PGPT;DIRECT_EFFECTS;BIO-FERTILIZATION;NITROGEN_ACQUISITION;N-AQUISITION-DENITRIFICATION|NITRATE_USAGE;DENITRIFICATION-NITRTATE|NITRITE_TRANSPORT,PF01226
PGPT0000570,nrtD|cynD,PGPT;DIRECT_EFFECTS;BIO-FERTILIZATION;NITROGEN_ACQUISITION;N-AQUISITION-DENITRIFICATION|NITRATE_USAGE;DENITRIFICATION-NITRTATE|NITRITE_TRANSPORT,PF13401;PF00005
PGPT0000575,nasD|nrtC,PGPT;DIRECT_EFFECTS;BIO-FERTILIZATION;NITROGEN_ACQUISITION;N-AQUISITION-DENITRIFICATION|NITRATE_USAGE;DENITRIFICATION-NITRTATE|NITRITE_TRANSPORT,PF00005;PF09084;PF13379
PGPT0000580,nasE|nrtB|cynB,PGPT;DIRECT_EFFECTS;BIO-FERTILIZATION;NITROGEN_ACQUISITION;N-AQUISITION-DENITRIFICATION|NITRATE_USAGE;DENITRIFICATION-NITRTATE|NITRITE_TRANSPORT,PF00528
PGPT0000585,nasF|nrtA|cynA,PGPT;DIRECT_EFFECTS;BIO-FERTILIZATION;NITROGEN_ACQUISITION;N-AQUISITION-DENITRIFICATION|NITRATE_USAGE;DENITRIFICATION-NITRTATE|NITRITE_TRANSPORT,PF09084;PF13379
PGPT0000590,yfdC,PGPT;DIRECT_EFFECTS;BIO-FERTILIZATION;NITROGEN_ACQUISITION;N-AQUISITION-DENITRIFICATION|NITRATE_USAGE;DENITRIFICATION-NITRTATE|NITRITE_TRANSPORT#PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_ORGANIC_ACID_TRANSPORT;PLANT_DERIVED_FORMATE_TRANSPORT,PF01226;PF00582
PGPT0000595,narT,PGPT;DIRECT_EFFECTS;BIO-FERTILIZATION;NITROGEN_ACQUISITION;N-AQUISITION-DENITRIFICATION|NITRATE_USAGE;DENITRIFICATION-NITRTATE|NITRITE_TRANSPORT,PF07690
PGPT0000600,eutA,PGPT;DIRECT_EFFECTS;BIO-FERTILIZATION;NITROGEN_ACQUISITION;N-AQUISITION-ETHANOLAMINE_USAGE;N-AQUISITION-ETHANOLAMINE_DEGRADATION#PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINE_USAGE;PLANT_DERIVED_ETHANOLAMINE_DEGRADATION#PGPT;INDIRECT_EFFECTS;COMPETITIVE_EXCLUSION|CE;CE-CELL_ENVELOPE_REMODELLING;CE-GLYCEROPHOSPHOLIPID_REMODELLING;CE-REMODELLING_GPL_GLYCEROPHOSPHOLIPID-ETHANOLAMINE_UTILIZATION,PF06277
PGPT0000602,aapA,PGPT;DIRECT_EFFECTS;BIO-FERTILIZATION;NITROGEN_ACQUISITION;N-AQUISITION-ETHANOLAMINE_USAGE;N-AQUISITION-ETHANOLAMINE_DEGRADATION,PF00561;PF12697;PF12146
PGPT0000603,pipR,PGPT;DIRECT_EFFECTS;BIO-FERTILIZATION;NITROGEN_ACQUISITION;N-AQUISITION-ETHANOLAMINE_USAGE;N-AQUISITION-ETHANOLAMINE_DEGRADATION,PF03472;PF00196;PF13936;PF04545
PGPT0000604,aapB,PGPT;DIRECT_EFFECTS;BIO-FERTILIZATION;NITROGEN_ACQUISITION;N-AQUISITION-ETHANOLAMINE_USAGE;N-AQUISITION-ETHANOLAMINE_DEGRADATION,PF00528;PF19300
PGPT0000605,eutB,PGPT;DIRECT_EFFECTS;BIO-FERTILIZATION;NITROGEN_ACQUISITION;N-AQUISITION-ETHANOLAMINE_USAGE;N-AQUISITION-ETHANOLAMINE_DEGRADATION#PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINE_USAGE;PLANT_DERIVED_ETHANOLAMINE_DEGRADATION#PGPT;INDIRECT_EFFECTS;COMPETITIVE_EXCLUSION|CE;CE-CELL_ENVELOPE_REMODELLING;CE-GLYCEROPHOSPHOLIPID_REMODELLING;CE-REMODELLING_GPL_GLYCEROPHOSPHOLIPID-ETHANOLAMINE_AMMONIA-LYASE_ACTIVITY,PF06751;PF05985
PGPT0000606,aapC,PGPT;DIRECT_EFFECTS;BIO-FERTILIZATION;NITROGEN_ACQUISITION;N-AQUISITION-ETHANOLAMINE_USAGE;N-AQUISITION-ETHANOLAMINE_DEGRADATION,PF00528
PGPT0000607,aapD,PGPT;DIRECT_EFFECTS;BIO-FERTILIZATION;NITROGEN_ACQUISITION;N-AQUISITION-ETHANOLAMINE_USAGE;N-AQUISITION-ETHANOLAMINE_DEGRADATION,PF13304;PF13401;PF00005;PF08352
PGPT0000608,aapE,PGPT;DIRECT_EFFECTS;BIO-FERTILIZATION;NITROGEN_ACQUISITION;N-AQUISITION-ETHANOLAMINE_USAGE;N-AQUISITION-ETHANOLAMINE_DEGRADATION,PF00005;PF08352
PGPT0000609,aapF,PGPT;DIRECT_EFFECTS;BIO-FERTILIZATION;NITROGEN_ACQUISITION;N-AQUISITION-ETHANOLAMINE_USAGE;N-AQUISITION-ETHANOLAMINE_DEGRADATION,PF00496
PGPT0000610,eutC,PGPT;DIRECT_EFFECTS;BIO-FERTILIZATION;NITROGEN_ACQUISITION;N-AQUISITION-ETHANOLAMINE_USAGE;N-AQUISITION-ETHANOLAMINE_DEGRADATION#PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINE_USAGE;PLANT_DERIVED_ETHANOLAMINE_DEGRADATION#PGPT;INDIRECT_EFFECTS;COMPETITIVE_EXCLUSION|CE;CE-CELL_ENVELOPE_REMODELLING;CE-GLYCEROPHOSPHOLIPID_REMODELLING;CE-REMODELLING_GPL_GLYCEROPHOSPHOLIPID-ETHANOLAMINE_AMMONIA-LYASE_ACTIVITY,PF05985
PGPT0000611,eutG,PGPT;DIRECT_EFFECTS;BIO-FERTILIZATION;NITROGEN_ACQUISITION;N-AQUISITION-ETHANOLAMINE_USAGE;N-AQUISITION-ETHANOLAMINE_DEGRADATION,PF00465;PF13685
PGPT0000612,eutH,PGPT;DIRECT_EFFECTS;BIO-FERTILIZATION;NITROGEN_ACQUISITION;N-AQUISITION-ETHANOLAMINE_USAGE;N-AQUISITION-ETHANOLAMINE_TRANSPORT,PF04346
PGPT0000613,eutJ,PGPT;DIRECT_EFFECTS;BIO-FERTILIZATION;NITROGEN_ACQUISITION;N-AQUISITION-ETHANOLAMINE_USAGE;N-AQUISITION-ETHANOLAMINE_DEGRADATION,PF14450;PF00012;PF06723;PF11104
PGPT0000614,eutK|yffI,PGPT;DIRECT_EFFECTS;BIO-FERTILIZATION;NITROGEN_ACQUISITION;N-AQUISITION-ETHANOLAMINE_USAGE;N-AQUISITION-ETHANOLAMINE_DEGRADATION,PF00936
PGPT0000615,cynS,PGPT;DIRECT_EFFECTS;BIO-FERTILIZATION;NITROGEN_ACQUISITION;N-AQUISITION-CYNATE_USAGE;N-AQUISITION-CYNATE_DEGRADATION#PGPT;DIRECT_EFFECTS;BIO-REMEDIATION;XENOBIOTICS_BIODEGRADATION;XENOBIOTIC_CYANATE_DETOXIFICATION;XENOBIOTIC_CYANATE_DEGRADATION,PF02560;PF01381
